FECHA DE CREACION,AUTOR,TEXTO,ANÁLISIS DE SENTIMIENTOS,POSITIVOS,NEGATIVOS,NEUTROS
Wed May 20 10:33:42 +0000 2020,Jorge Paladines,El Pueblo del Ecuador necesita unidad de sus dirigentes y determinacion politica Esto no existe El coronavirus no solo agarro a los mas debiles sino tambien que se fortalece en una especie de Torre de Babel politica de los sectores populares Aca un par de opiniones 1 5 ,-1,,1,
Wed May 20 10:20:00 +0000 2020,CNN en Espanol - PR,Ecuador confirma 34 151 casos de coronavirus y 2 839 muertos ,-1,,1,
Wed May 20 05:50:45 +0000 2020,Ecuador Video >[?],Nayib Bukele Presidente de El Salvador suspendera salarios a diputados y magistrados para destinar fondos al combate contra el coronavirus Aqui en Ecuador aun a los asambleistas no se le ha disminuido un centavo de sus sueldos ,1,1,,
Wed May 20 05:30:00 +0000 2020,tunotacom,Lenin Moreno anuncio la manana de este martes 19 de mayo las nuevas medidas de ahorro que ayudaran a sobrellevar la crisis del coronavirus ,1,1,,
Wed May 20 00:27:57 +0000 2020,Christian Robles Ch, Esas epocas en las que existian viajes en avion pandemic coronavirus nostalgia flightticket Guayaquil Ecuador ,-1,,1,
Wed May 20 00:18:38 +0000 2020,ORC ECUADOR,34151 casos de CORONAVIRUS en Ecuador mientras que 4531 son los fallecidos hasta este dia en el pais ,0,,,1
Wed May 20 00:15:05 +0000 2020,Luis Fierro,Cifra de fallecidos por Covid 19 en Quito Ecuador crecio 90 8 en cuatro dias via primicias,0,,,1
Wed May 20 00:13:16 +0000 2020,Anthony Laub,Mientras en el Peru se busca cobrar mas impuestos a los pocos que tributan en Ecuador hacen lo que todo padre de familia responsable hace cuando hay crisis reduce sus gastos A ver si imitamos y nos dejamos de proponer sandeces ,0,,,1
Wed May 20 00:12:43 +0000 2020,Sudaca, Ecuador El gobierno de Lenin Moreno avanza en el brutal achicamiento del Estado Hoy anuncio reduccion del gasto cierre de empresas publicas TAME ferrocarriles medios publicos Correos del Ecuador entre otras cierre de embajadas y consuados ,-1,,1,
Wed May 20 00:07:11 +0000 2020,Fundacion.mjc,Desde manana estamos en semaforoamarillo ayudasocial DistanciamientoSocial emergencia coronavirus covid19 ecuador fundacionmariajosecubillo duran guayaquil ,0,,,1
Wed May 20 00:05:07 +0000 2020,NoTeDejesConfundir ,Ese cuento de algunos Gobiernos de tratar de mantener POR ORGULLO unas empresas que no le dan sino gastos y perdidas es un gran error mas en estos momentos del CoronaVirus Ecuador liquida a la empresa TAME y abre su mercado aereo ejemplo para Colombia con Avianca y Satena ,-1,,1,
Wed May 20 00:00:56 +0000 2020,EL DEBER,En la ultima semana la region paso de 2 071 casos confirmados a 2 681 YoMeQuedoEnCasa CoronavirusEnElMundo ,0,,,1
Wed May 20 00:00:00 +0000 2020,La Hora Ecuador, LosRios Los jornaleros y trabajadores agricolas de varios sectores de Babahoyo se mostraron indignados con las entidades de transito y control por una presunta persecucion Mas detalles Ecuador Covid19 Coronavirus QuedateEnCasa ,-1,,1,
Wed May 20 00:00:00 +0000 2020,DIARIO DE XALAPA, Confinamiento El gobierno ecuatoriano aplica desde mediados de abril un semaforo para diferenciar el peligro en las distintas zonas del pais ,0,,,1
Tue May 19 23:49:08 +0000 2020,Raimundo Valdes,Coronavirus en Ecuador un tercio de la poblacion de Guayaquil se contagio con coronavirus y aun lo tienen 500 000 personas ,-1,,1,
Tue May 19 23:39:54 +0000 2020,Luis Padilla,No es la mejor fuente pero de la ONU no dudo nada ,0,,,1
Tue May 19 23:39:13 +0000 2020,Luis Padilla,chrisviola04 No es la fuente mas confiable pero ahi vamos ,0,,,1
Tue May 19 23:35:05 +0000 2020,Juliana,kaldaz RonaldFuentesV1 eluniversocom En realidad bastante real ,0,,,1
Tue May 19 23:27:02 +0000 2020,Radio World,Ecuador cerrara embajadas y reducira personal diplomatico en Venezuela Mexico o Iran y eliminara empresas estatales para ahorrar en medio de la pandemia por coronavirus Con esta medida esperan ahorrar unos 4 000 millones anuales anuncio hoy el presidente Lenin Moreno ,0,,,1
Tue May 19 23:25:44 +0000 2020,juanfranciscoperez,InariAILab CarlosMonsalveA PaulEPalacios espol TIAEC DEC INV ESPOL espolfimcp ctiespol cparedesverduga paherrera1975 He planteado que Ecuador compre los 20 000 millones de deuda en bonos de corto plazo y altos intereses al 20 por coronavirus haciendo prestamo por 4 000 millones quedando Ecuador solvente para hacer nuevos prestamos pero a largo plazo y bajo interes para cubrir la crisis,0,,,1
Tue May 19 23:21:32 +0000 2020,LA VOZ DE DAULE,Atento Ecuador en China registra un rebrote del coronavirus El nordeste de China que limita con Rusia y Corea del Norte genera preocupacion respecto a que tenga lugar un rebrote de contagios con el nuevo coronavirus WilsonCanizares CynthiaViteri6 LoroHomero ,-1,,1,
Tue May 19 23:08:44 +0000 2020,Pablo G. Tanago,carmencalvo Senadoesp Como experta en geografia del coronavirus no tiene precio Que manera de explicar lo que es un paralelo para lelos Rusia esta por encima de esa linea recta y Ecuador por debajo pero da igual como decirle nada a los expertos ,0,,,1
Tue May 19 23:05:22 +0000 2020,almomentotv,Al momento tv Publicado por D Nacional En Ecuador se registran 34 151 casos de covid 19 asi lo confirmo El Comite de Operaciones de Emergencia Nacional COE en el Boletin Ndeg82 de este 19 de mayo 4 531 personas han fallecido en el pais en el contexto del coronavirus ,-1,,1,
Tue May 19 22:55:04 +0000 2020,Enrique Ortuoste,Estos si son recortes en serio Aca los DiputadosPy no se animan tan siquiera a aprobar la Ley de reduccion de gastos propuesta por el Sen Godoy y que ya cuenta con media sancion Coronavirus Ecuador aplica un millonario recorte del gasto publico ,-1,,1,
Tue May 19 22:54:11 +0000 2020,Vision TV, Deportes En Escocia declaran campeon al Celtic de Glasgow club que dedica su titulo a los guerreros que luchan contra el coronavirus ,1,1,,
Tue May 19 22:46:37 +0000 2020,OzonoCaricoEcuador,Somos una compania con 53 anos de experiencia y estamos en campana de concientizacion para protegernos y ayudar a proteger a tu familia del coronavirus a nivel mundial tenemos presencia directa 15 anos en nuestro pais CARICO ecuador ,1,1,,
Tue May 19 22:44:52 +0000 2020,Monica Salazar,34 151 casos confirmados de covid 19 en Ecuador los fallecimientos ascienden a 4 531 en el contexto del coronavirus El Comercio El porcentaje ha subido peligrosamente ,-1,,1,
Tue May 19 22:40:02 +0000 2020,CNN en Espanol,Las salas de cuidados intensivos se acercan a su limite de capacidad en Quito Te contamos los detalles de la situacion y los planes del gobierno para evitar un desborde del sistema en el marco de la lucha contra el coronavirus ,-1,,1,
Tue May 19 22:39:54 +0000 2020,Azu,La linea aerea chilena Latam anuncia despido de 1400 empleados por crisis ante coronavirus Los despedidos son de las filiales en Chile Colombia Ecuador y Peru Crisis PobrezaPorCOVID19 ElOcasoDeLosIdolosM,-1,,1,
Tue May 19 22:34:03 +0000 2020,Genesis Mora,FrenteInsularR1 CI Ecuador HuellaVerdeEcu LuchoSuarez60 normanwray CGGalapagos santacruzradio Debemos de envitar consumir productos envasados en plastico y desecharlos al aire libre puesto que es un foco de contaminacion y de alojamiento para el coronavirus ,1,1,,
Tue May 19 22:27:13 +0000 2020,Ecuador Anarquia, Ecuador en emergencia y con un pesimo gobierno CoronaVirus CoronavirusEnEcuador Guayaquil CoronavirusEc Lenin LeninMoreno lenin ElPeorPresidentedeLaHistoria ElPeorGobiernoDeLaHistoria Lenin Moreno mal gobierno mediocre Miserable SosEcuador sos ,-1,,1,
Tue May 19 22:24:09 +0000 2020,Damian,Fallecidos por millon de habitantes al 9 5 2020 Crecimiento inusual en Ecuador de puesto 14 al 12 Peru del 20 al 17 Brasil del 23 al 19 Mexico del 32 al 28 Argentina subio del 46 al 45 coronavirus CoronavirusEnArgentina ,-1,,1,
Tue May 19 22:22:30 +0000 2020,Nawi Media, CovidAlDia CIFRAS DIARIAS DEL CORONAVIRUS EN ECUADOR 19 05 2020 Datos entregados por Riesgos Ec Estas son las cifras que ha arrojado el Covid19Ec Actualizadas del Martes 19 de Mayo del 2020 en el pais NosCuidamosTodos JuntosNosCuidamos Covid19Ecuador ,0,,,1
Tue May 19 22:21:47 +0000 2020,Sole Rioseco,Notable un presidente socialista informando el cierre de empresas del estado para ahorrar Y en Chile un senor proponiendo que el estado compre empresas para tener mas solidez EL GIGANTEZCO Y GORDO ESTADO CHILENO ES PESIMO ADMINISTRADOR CON CORRUPCION ,-1,,1,
Tue May 19 22:18:00 +0000 2020,Asuntos Internacionales | Movimiento Ciudadano, Ecuador Para ahorrar 4 000 millones de dolares en gasto publico el gobierno anuncio la fusion de 10 ministerios el cierre de 10 embajadas y 6 consulados y la eliminacion de 7 empresas publicas sin especificar los despidos o reducciones salariales ,0,,,1
Tue May 19 22:16:15 +0000 2020,El Diario - Manabita, ATENCION Pese a que el coronavirus Covid19 se ha convertido en emergencia mundial el virus de la influenza es hasta 10 veces mas letal advirtio un experto en Mexico gt gt gt gt ,-1,,1,
Tue May 19 22:16:09 +0000 2020,Sumarium, El presidente de Ecuador Lenin Moreno anuncio este martes una serie de medidas con las que pretende evitar el derrumbe de la economia del pais por la pandemia de coronavirus entre las que destaca un recorte de mas de 4 000 millones de dolares en el gasto publico ,0,,,1
Tue May 19 22:15:30 +0000 2020,elyex.com,Expertos chinos comparten su experiencia sobre el coronavirus con Ecuador elyex,1,1,,
Tue May 19 22:02:51 +0000 2020,Ecuador Anarquia, Ecuador en emergencia y con un pesimo gobierno CoronaVirus CoronavirusEnEcuador Guayaquil CoronavirusEc Lenin LeninMoreno lenin ElPeorPresidentedeLaHistoria ElPeorGobiernoDeLaHistoria Lenin Moreno mal gobierno mediocre Miserable Sos SosEcuador ,-1,,1,
Tue May 19 22:02:34 +0000 2020,Raimundo Valdes,34 151 casos confirmados de covid 19 en Ecuador los fallecimientos ascienden a 4 531 en el contexto del coronavirus Este contenido ha sido publicado originalmente por Diario EL COMERCIO,-1,,1,
Tue May 19 22:02:11 +0000 2020,elyex.com,100 paises incluso Ecuador reciben creditos de urgencia por coronavirus desde Banco Mundial elyex ,0,,,1
Tue May 19 21:53:09 +0000 2020,Ana Maria Canizares, Las autoridades de Quito advierten que la capacidad en las unidades de cuidados criticos esta llegando al limite debido al aumento de pacientes con coronavirus En CNN recorrimos el hospital del IESS Quito Sur que se encuentra en su pico mas alto ,-1,,1,
Tue May 19 21:32:02 +0000 2020,No soy Paquito,Guayaquil epicentro del coronavirus Covid 19 en Ecuador iniciara el miercoles la desescalada ,0,,,1
Tue May 19 21:08:47 +0000 2020,AFP Factual , El agua de mar sirve para fortalecer las defensas y protegerse del coronavirus Asi lo afirma una empresa que promociona la inyeccion de un suero a base de agua de mar en Ecuador Sin embargo es falso AFP 1 3 ,0,,,1
Tue May 19 21:04:11 +0000 2020,Viu Mobile,JeanineAnez tutoquiroga la principal fuente de infeccion en paises vecinos fueron mercados Bolivia debe considerar otra forma de distribucion de comida Claramente corre similar riesgo a Ecuador y Peru ,0,,,1
Tue May 19 20:57:07 +0000 2020,infoloja,Actualizacion de casos de coronavirus en Ecuador 19 05 2020 08 00 34151 confirmados 2839 fallecidos por covid 1692 fallecidos con probable covid 40234 casos descartados 3457 casos con alta hospitalaria 3433 recuperados 9829 con alta epidemiologica ,-1,,1,
Tue May 19 20:54:58 +0000 2020,vea.global,Lourdes Rosales agonizo durante un mes en una clinica privada de Guayaquil el centro de la pandemia en Ecuador Contrajo el nuevo coronavirus pero no pudo tratarse en el saturado sistema publico de sanidad Detras de su muerte asoma la ruina para su ,-1,,1,
Tue May 19 20:54:03 +0000 2020,NotiMundo, NACIONAL El BancoMundial otorgo prestamos de emergencia para luchar contra el coronavirus a 100 paises en vias de desarrollo que albergan a un 70 de la poblacion mundial Mas detalles aqui ,1,1,,
Tue May 19 20:51:32 +0000 2020,Fundacion.mjc,Un especial agradecimiento a el Sr Alcalde de Duran daltonarvaezm Por su solidaridad y apoyo en estos duros momentos ayudasocial kitsalimenticios quedateencasa donaciones emergencia coronavirus covid19 ecuador fundacionmariajosecubillo duran guayaquil ,1,1,,
Tue May 19 20:44:46 +0000 2020,Cesar Moreno, AHORA coronavirus COVID19 La OPS alerta sobre impacto desproporcionado en indigenas y mujeres en America Ecuador cerrara embajadas y empresas estatales para ahorrar en medio de pandemia Lenin Moreno presenta un plan para reducir el gasto publico en unos US4 000 millones,0,,,1
Tue May 19 20:36:28 +0000 2020,Complice FM, Ecuador Manabi suma 60 profesionales de salud en la lucha contra la pandemia ,1,1,,
Tue May 19 20:35:08 +0000 2020,Complice FM, Ecuador Muerte de infante en hospital de Tulcan moviliza a un grupo de migrantes ,-1,,1,
Tue May 19 20:26:15 +0000 2020,Expresate Morona Stg, ATENCION Gobierno Nacional informa que hasta hoy martes 19 de mayo se registran 34 151 casos confirmados de covid 19 en Ecuador los fallecimientos ascienden a 4 531 en el contexto del coronavirus MoronaSantiago 70 casos ,-1,,1,
Tue May 19 20:21:33 +0000 2020,Voces de Todos,Les compartimos la primera parte del programa sobre pandemia global del Covid19 El testimonio de 6 personas en donde narran como se ha vivido el coronavirus en sus paises Italia Espana EstadosUnidos Ecuador Brasil Francia VocesDeTodos ,0,,,1
Tue May 19 20:20:00 +0000 2020,EL SOL DE CORDOBA, Ecuador A partir del 20 de mayo vamos a pasar prudencialmente con medidas restrictivas igual al semaforo amarillo informo la alcaldesa de Guayaquil Cyntha Viteri ,0,,,1
Tue May 19 20:19:46 +0000 2020,Radio Cuervo Uruguay 2,Terrible Ecuador cerrara embajadas y empresas estatales ante la crisis del coronavirus El gobierno de Ecuador anuncio este martes que cerrara embajadas consulados o reducira su personal diplomatico en paises como Venezuela ,0,,,1
Tue May 19 20:13:52 +0000 2020,HispanTV, Ecuador figura entre los paises mas azotados en Latinoamerica por el nuevo coronavirus con cerca de 34 000 casos incluidos unos 2800 muertos COVID19 ,-1,,1,
Tue May 19 20:00:42 +0000 2020,Primicias,Un estudio realizado en tres paises incluyendo Ecuador indica que la radiacion ultravioleta y la altitud evitarian el desarrollo del Covid 19 ,1,1,,
Tue May 19 20:00:01 +0000 2020,EL SOL DEL BAJIO, Mundo Quito y varias de las principales ciudades de Ecuador se mantienen en rojo dentro del estado de excepcion decretado por el Ejecutivo hace dos meses ,0,,,1
Tue May 19 20:00:00 +0000 2020,Diario El Mundo, Guayaquil epicentro del Coronavirus en Ecuador iniciara el miercoles la desescalada gt ,0,,,1
Tue May 19 19:56:17 +0000 2020,Wendy Morales,El presidente de Ecuador Lenin anuncio las 7 medidas economicas que se tomaran en el pais por la emergencia sanitaria Mas informacion ,0,,,1
Tue May 19 19:49:15 +0000 2020,CANELA TV,Ecuador se registran 34 151 casos de covid 19 4 531 personas han fallecido en el pais en el contexto del coronavirus 2 839 son muertes confirmadas por covid 19 1692 muertes de personas con probabilidad ,-1,,1,
Tue May 19 19:45:02 +0000 2020,TC Television, VIDEO Casos de coronavirus en Ecuador Informe completo Miralo aqui ,0,,,1
Tue May 19 19:39:59 +0000 2020,Kenny Castro, Guayaquil desde este miercoles semaforo amarillo Circulacion vehicular en el GranGuayaquil Covid19 Ecuador coronavirus ,1,1,,
Tue May 19 19:33:41 +0000 2020,Victor Molina E.,Parafraseando a los chilenos que hoy protestan en las calles por la dificil situacion economica en la que se encuentran ojala en el Ecuador el Leninvirus no sea mas mortal que el coronavirus ,0,,,1
Tue May 19 19:30:00 +0000 2020,GKecuador,El uso de mascarillas en Ecuador y el mundo se convirtio en una necesidad El CDC dice que se pueden hacer con materiales de bajo costo que se encuentran en casa Te explicamos como ,1,1,,
Tue May 19 19:29:44 +0000 2020,Alonso Herrera Trejo,Guayaquil epicentro del coronavirus en Ecuador iniciara el miercoles la desescalada ,0,,,1
Tue May 19 19:27:46 +0000 2020,BIGDATA2110, COVID19 UPDATE 19 5 2020 Coronavirus en el Mundo EEUU Rusia Espana Brasil Reino Unido Italia India Mexico Chile Ecuador Israel R Dominicana Panama Bolivia ,0,,,1
Tue May 19 18:53:09 +0000 2020,Complice FM, Ecuador Mas de 40 000 pruebas por covid 19 dieron negativo en Ecuador ,1,1,,
Tue May 19 18:51:14 +0000 2020,Brenp.com,34 151 casos confirmados de coronavirus en Ecuador ,-1,,1,
Tue May 19 18:50:33 +0000 2020,Gustavo Vaca Trigo,Ecuador CFR 8 313 De confirmarse el dato resaltado el CFR de Ecuador estaria en 13 268 COVID19 coronavirus coronavirusEcuador Covid 19 COVID19Ecuador QuedateEnCasa Ecuador ,0,,,1
Tue May 19 18:48:24 +0000 2020,Gustavo Vaca Trigo,Situacion del COVID19 en Ecuador al 19 05 2020 actualizado a las 08h00 COVID19 coronavirus coronavirusEcuador Covid 19 COVID19Ecuador QuedateEnCasa Ecuador Rstats ,0,,,1
Tue May 19 18:47:39 +0000 2020,Dr. Alejandro Vanegas,Que cadena nacional mas lamentable del gobierno central a las 07 00 horas retorica subterfugios pero en resumen implementacion de las condiciones del FMI ese es el nuevo yugo del Ecuador Paquetazo coronavirus y corrupcion La foto del peor gobierno de la historia,-1,,1,
Tue May 19 18:45:25 +0000 2020,OeL Fernandez,Ver NOTICIAS ECUADOR 19 MAYO 2020 ULTIMA HORA CORONAVIRUS PANDEMIA MUNDIAL noticiasecuador EnVivo en YouTube ,-1,,1,
Tue May 19 18:42:27 +0000 2020,El Oriente,Coronavirus en Ecuador hoy 19 de mayo 569 nuevos contagiados y 40 nuevas muertes ,-1,,1,
Tue May 19 18:40:17 +0000 2020,Bernardo Moreira Jeremias,Lee la segunda edicion de Medpass Magazine en nuestra web Posee un enfoque a la situacion del pais en momentos de coronavirus coronavirus covid19 EcuadorEnCrisis Ecuador hospitales clinicas ,0,,,1
